subid,subage,condition,trial,agent,novel,familiar,pick,position_novel,pick_src,correct,rt,test_date,experimenter,keep_drop,sex,dob,age_num,check_age
190313_4_me,4,basic_me,9,Sheep,t14,papaya,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,5665,2019-03-13,MM,keep,F,2014-06-20,4.7315068493150685,TRUE
190313_4_me,4,basic_me,10,Pig,t07,plug,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5521,2019-03-13,MM,keep,F,2014-06-20,4.7315068493150685,TRUE
190313_4_me,4,basic_me,11,Monkey,t17,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5413,2019-03-13,MM,keep,F,2014-06-20,4.7315068493150685,TRUE
190313_4_me,4,basic_me,12,Tiger,t08,kite,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,5752,2019-03-13,MM,keep,F,2014-06-20,4.7315068493150685,TRUE
190313_5_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,10933,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,7807,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,1,Bunny,t09,garlic,garlic,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,8341,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,2,Mouse,t15,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5769,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,3,Cat,t20,kite,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,6289,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,4,Frog,t02,eggplant,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,5332,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,5,Monkey,t03,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,5833,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,6,Bear,t16,apple,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,5103,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,7,Dog,t01,bread,t01,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,5770,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,8,Pig,t17,plug,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,5766,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,9,Sheep,t19,horseshoe,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,7914,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,10,Beaver,t14,carrot,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,5605,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,11,Tiger,t04,duck,duck,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/duck.png,0,5352,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_5_me,3,basic_me,12,Elephant,t11,papaya,papaya,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/papaya.png,0,6260,2019-03-13,MM,keep,F,2016-03-01,3.032876712328767,TRUE
190313_6_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6535,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5225,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,1,Elephant,t02,bread,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,14915,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,2,Pig,t15,barrel,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,9742,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,3,Frog,t14,eggplant,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,12117,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,4,Mouse,t03,kite,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6774,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,5,Dog,t19,duck,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,8349,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,6,Monkey,t09,garlic,t09,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,6718,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,7,Bunny,t11,apple,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,7010,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,8,Beaver,t12,papaya,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,6918,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,9,Tiger,t01,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,7420,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,10,Bear,t07,carrot,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5663,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,11,Cat,t20,pawn,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,7263,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_6_me,4,basic_me,12,Sheep,t08,horseshoe,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,6948,2019-03-13,MM,keep,F,2014-05-21,4.813698630136987,TRUE
190313_7_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,10485,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,6448,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,1,Sheep,t04,plug,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,7823,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,2,Frog,t08,apple,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,8494,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,3,Beaver,t19,duck,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,5566,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,4,Tiger,t17,horseshoe,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,7741,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,5,Pig,t14,barrel,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,9954,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,6,Bunny,t21,pawn,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,5405,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,7,Cat,t09,kite,kite,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/kite.png,0,6231,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,8,Elephant,t20,eggplant,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,8369,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,9,Monkey,t11,bread,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,5842,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,10,Mouse,t15,papaya,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,7232,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,11,Dog,t07,carrot,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5917,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_7_me,3,basic_me,12,Bear,t03,garlic,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,5062,2019-03-13,MM,keep,M,2015-11-15,3.326027397260274,TRUE
190313_8_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,14379,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,9670,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,1,Pig,t16,plug,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,7333,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,2,Beaver,t14,garlic,garlic,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,6836,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,3,Frog,t08,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,8466,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,4,Monkey,t03,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,7117,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,5,Bear,t07,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,7093,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,6,Sheep,t21,eggplant,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,6173,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,7,Cat,t15,bread,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,8139,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,8,Elephant,t01,carrot,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,8170,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,9,Bunny,t09,kite,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,8574,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,10,Mouse,t17,apple,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,7056,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,11,Tiger,t19,papaya,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,6785,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_8_me,2,basic_me,12,Dog,t02,duck,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,9791,2019-03-13,MM,keep,M,2016-05-10,2.841095890410959,TRUE
190313_9_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,5057,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5707,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,1,Elephant,t15,apple,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,5537,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,2,Tiger,t19,carrot,carrot,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/carrot.png,0,5831,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,3,Bear,t08,eggplant,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,5617,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,4,Monkey,t09,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,5036,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,5,Pig,t11,barrel,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,5818,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,6,Cat,t14,kite,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,5039,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,7,Sheep,t17,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,5406,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,8,Beaver,t01,bread,bread,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/bread.png,0,11527,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,9,Dog,t03,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5173,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,10,Frog,t04,papaya,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,5689,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,11,Bunny,t07,garlic,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,7358,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_9_me,4,basic_me,12,Mouse,t12,duck,duck,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/duck.png,0,5435,2019-03-13,MM,keep,M,2014-11-26,4.295890410958904,TRUE
190313_10_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,9297,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,9887,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,1,Mouse,t16,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,11422,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,2,Bear,t07,carrot,carrot,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/carrot.png,0,9682,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,3,Sheep,t15,duck,duck,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/duck.png,0,14760,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,4,Monkey,t09,pawn,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,7733,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,5,Elephant,t03,garlic,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,9950,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,6,Beaver,t08,papaya,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,11910,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,7,Bunny,t17,bread,bread,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/bread.png,0,12027,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,8,Cat,t14,apple,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,8302,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,9,Pig,t21,eggplant,eggplant,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/eggplant.png,0,6350,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,10,Dog,t04,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,6156,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,11,Frog,t02,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,5868,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_10_me,2,basic_me,12,Tiger,t01,kite,t01,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,6223,2019-03-13,MM,keep,M,2016-10-23,2.3863013698630136,TRUE
190313_11_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,8012,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5846,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,1,Tiger,t21,duck,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,6776,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,2,Bunny,t08,horseshoe,horseshoe,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,6445,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,3,Frog,t11,papaya,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,7332,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,4,Bear,t03,apple,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6121,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,5,Elephant,t12,bread,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5851,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,6,Pig,t19,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,6396,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,7,Cat,t15,kite,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,6600,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,8,Mouse,t17,pawn,t17,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,6372,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,9,Sheep,t20,carrot,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,6484,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,10,Beaver,t02,plug,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,5671,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,11,Monkey,t16,garlic,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,6376,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190313_11_me,2,basic_me,12,Dog,t07,eggplant,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,6350,2019-03-13,MM,keep,M,2016-04-18,2.9013698630136986,TRUE
190314_1_me,2,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,8144,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,7099,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,1,Sheep,t08,kite,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,14948,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,2,Mouse,t04,barrel,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,8473,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,3,Pig,t09,carrot,t09,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,7752,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,4,Beaver,t15,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,8541,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,5,Elephant,t19,papaya,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,8130,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,6,Frog,t16,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,7034,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,7,Dog,t17,horseshoe,horseshoe,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,7412,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,8,Bear,t14,garlic,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,7968,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,9,Monkey,t01,apple,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,6542,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,10,Bunny,t03,duck,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,7624,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,11,Cat,t20,bread,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,9339,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_1_me,2,basic_me,12,Tiger,t12,eggplant,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,9915,2019-03-14,MM,keep,M,2016-07-21,2.6465753424657534,TRUE
190314_2_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,9308,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,6338,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,1,Sheep,t03,bread,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,5530,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,2,Dog,t15,plug,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,7348,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,3,Bunny,t19,garlic,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,6160,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,4,Frog,t14,pawn,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,10401,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,5,Beaver,t16,apple,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,5233,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,6,Monkey,t01,carrot,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,6185,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,7,Pig,t04,horseshoe,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,7721,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,8,Bear,t11,papaya,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,5280,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,9,Mouse,t07,duck,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5758,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,10,Tiger,t08,eggplant,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,6043,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,11,Elephant,t20,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,6473,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_2_me,3,basic_me,12,Cat,t02,kite,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,6246,2019-03-14,MM,keep,M,2015-05-31,3.789041095890411,TRUE
190314_4_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,5471,2019-03-14,MM,keep,F,2015-06-09,3.7643835616438355,TRUE
